id,Price,Address,City,Zipcode,State,Bedrooms,Bathrooms,Area,Lost Size,Year Built,Days on Market,Property Type,MLS ID,Listing Agent,Status,Listing URL,Price m2,House's Age,Area Category,Duration Sales
734,909232,3849 Oak Ave,Fresno,93235,TX,2,4,1044,8331,1954,58,Apartment,Z976085,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/66590241_zpid/,870.9118774,71,Low,fast
735,1025348,9544 Maple Dr,Sacramento,54020,IL,3,2,2672,6391,2014,114,Single Family,Z863870,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/39451001_zpid/,383.738024,11,Top,slow
736,1229367,4427 Pine Rd,Sacramento,62655,TX,5,1,1256,9446,1963,80,Single Family,Z787292,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/75624143_zpid/,978.7953822,62,Low,slow
737,651790,8946 Maple Dr,San Francisco,15264,CA,2,2,881,7350,2022,18,Single Family,Z839741,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/81692680_zpid/,739.8297389,3,Low,fast
738,1359843,5868 Maple Dr,San Francisco,41053,TX,1,4,2630,2470,1960,30,Single Family,Z259281,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/23327873_zpid/,517.0505703,65,Top,fast
739,564035,7124 Oak Ave,San Diego,54870,TX,2,4,1712,8311,1965,19,Condo,Z190259,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/33308346_zpid/,329.4596963,60,Median,fast
740,1181346,9198 Oak Ave,San Diego,24302,IL,3,3,3247,6455,1957,47,Townhouse,Z761808,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/30398323_zpid/,363.8269172,68,Top,fast
741,698712,3679 Pine Rd,Los Angeles,28809,CA,2,3,1880,2575,2017,106,Townhouse,Z866228,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/88659564_zpid/,371.6553191,8,Median,slow
742,1331935,6968 Main St,Los Angeles,73989,NY,2,2,2011,4759,1998,115,Single Family,Z710217,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/99262986_zpid/,662.3247141,27,Median,slow
743,221942,395 Maple Dr,San Francisco,27882,CA,2,3,3191,5459,2001,6,Apartment,Z496240,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/43971525_zpid/,69.55249138,24,Top,fast
744,237627,6083 Pine Rd,San Diego,24734,TX,2,2,2197,8424,2016,112,Single Family,Z455221,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/31627838_zpid/,108.1597633,9,Median,slow
745,936123,2239 Pine Rd,San Diego,58737,NY,5,1,1516,4785,1987,113,Townhouse,Z920665,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/42011383_zpid/,617.4953826,38,Median,slow
746,891266,6518 Maple Dr,San Diego,88255,CA,2,4,690,2510,2011,11,Single Family,Z980310,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/33235525_zpid/,1291.689855,14,Low,fast
747,564030,2977 Elm St,Sacramento,53113,FL,6,4,2608,8536,1983,73,Townhouse,Z727740,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/52157621_zpid/,216.2691718,42,Top,slow
748,1220906,6309 Oak Ave,Los Angeles,79319,FL,6,2,3648,9786,2011,20,Townhouse,Z507343,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/58654421_zpid/,334.6781798,14,Top,fast
749,751425,5357 Pine Rd,Fresno,46647,TX,4,4,2346,2711,2015,53,Single Family,Z140506,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/92524462_zpid/,320.3005115,10,Top,fast
750,1249075,485 Oak Ave,San Diego,88560,FL,4,3,1444,5827,2002,46,Condo,Z821189,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/45532573_zpid/,865.0103878,23,Median,fast
751,463854,7412 Main St,Los Angeles,10506,IL,4,4,734,2587,2015,9,Condo,Z733280,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/31994935_zpid/,631.9536785,10,Low,fast
752,1250374,9328 Main St,San Diego,89557,TX,5,2,1555,1662,1969,15,Condo,Z359963,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/85512914_zpid/,804.0990354,56,Median,fast
753,321307,2000 Pine Rd,Fresno,88151,IL,4,2,688,5098,2018,48,Multi-Family,Z752073,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/68236768_zpid/,467.0159884,7,Low,fast
754,1014410,7142 Elm St,Sacramento,57436,CA,6,4,2500,4258,1987,28,Townhouse,Z125810,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/87416633_zpid/,405.764,38,Top,fast
755,236666,2208 Maple Dr,Sacramento,67537,TX,2,2,2884,3523,2009,66,Condo,Z346951,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/23376543_zpid/,82.06171983,16,Top,slow
756,1321463,3176 Pine Rd,San Diego,23637,FL,2,1,3857,8715,2016,86,Single Family,Z465737,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/86858430_zpid/,342.6142079,9,Top,slow
757,1416409,207 Elm St,San Francisco,27396,FL,2,3,3600,8054,1983,5,Townhouse,Z653170,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/11330918_zpid/,393.4469444,42,Top,fast
758,229675,889 Main St,San Diego,48584,FL,1,3,798,2972,1967,76,Condo,Z529280,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/30278908_zpid/,287.8132832,58,Low,slow
759,414018,4458 Elm St,Sacramento,77410,CA,1,3,2292,5579,2001,103,Apartment,Z585676,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/10310234_zpid/,180.6361257,24,Top,slow
760,434016,4418 Maple Dr,San Diego,25867,CA,1,3,3157,8457,2010,4,Condo,Z784042,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/42170689_zpid/,137.4773519,15,Top,fast
761,411851,692 Elm St,Los Angeles,75253,IL,3,1,863,3598,2015,83,Multi-Family,Z117542,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/52577531_zpid/,477.2317497,10,Low,slow
762,1062025,7065 Oak Ave,Los Angeles,83724,CA,1,2,1333,3640,1998,105,Condo,Z353167,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/28092111_zpid/,796.7179295,27,Low,slow
763,717498,7516 Elm St,San Francisco,11432,TX,1,2,3379,1670,2013,70,Condo,Z514683,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/46539272_zpid/,212.3403374,12,Top,slow
764,1112100,2621 Elm St,San Diego,80722,FL,2,3,1378,8884,2022,92,Multi-Family,Z830700,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/45997466_zpid/,807.0391872,3,Low,slow
765,890769,2282 Maple Dr,San Francisco,71524,IL,2,1,2731,4407,2023,2,Multi-Family,Z134502,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/70934057_zpid/,326.169535,2,Top,fast
766,617617,3965 Maple Dr,San Diego,98236,IL,2,2,1184,3972,2010,88,Single Family,Z782736,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/40486594_zpid/,521.6359797,15,Low,slow
767,475989,4607 Elm St,Los Angeles,89919,TX,2,2,3102,6488,2002,120,Apartment,Z834701,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/10343248_zpid/,153.4458414,23,Top,slow
768,482156,1763 Main St,San Diego,65564,NY,1,4,3948,4253,1995,55,Townhouse,Z375599,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/84102603_zpid/,122.1266464,30,Top,fast
769,455797,6084 Main St,San Diego,46273,IL,6,1,786,5942,2002,103,Condo,Z544349,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/50243698_zpid/,579.894402,23,Low,slow
770,1090941,911 Oak Ave,San Diego,77457,FL,3,4,890,6226,1999,29,Condo,Z161631,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/68222421_zpid/,1225.776404,26,Low,fast
771,699839,7606 Elm St,Sacramento,47736,CA,6,4,1851,6489,2015,22,Apartment,Z242960,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/70157446_zpid/,378.08698,10,Median,fast
772,975466,9456 Maple Dr,San Diego,33841,TX,4,1,2991,1778,1965,74,Townhouse,Z504458,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/18016768_zpid/,326.1337345,60,Top,slow
773,161264,2394 Oak Ave,San Francisco,89187,IL,2,1,2828,7470,1986,118,Apartment,Z175804,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/67210031_zpid/,57.02404526,39,Top,slow
774,1342267,421 Elm St,Los Angeles,58462,IL,1,4,1791,1988,1978,73,Condo,Z828705,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/99435317_zpid/,749.4511446,47,Median,slow
775,235502,1389 Pine Rd,Los Angeles,61679,NY,5,2,2434,6501,1981,119,Townhouse,Z283936,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/79859539_zpid/,96.75513558,44,Top,slow
776,1382618,5999 Main St,Sacramento,33285,TX,5,1,3721,7132,1955,65,Multi-Family,Z469345,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/14423540_zpid/,371.5716205,70,Top,slow
777,1016919,2142 Maple Dr,Sacramento,45702,FL,1,3,2696,8955,1957,7,Apartment,Z706589,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/99626339_zpid/,377.1954748,68,Top,fast
778,373698,4432 Pine Rd,Los Angeles,90010,IL,5,3,3579,2532,1955,118,Apartment,Z437341,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/25731375_zpid/,104.4140821,70,Top,slow
779,1345391,6794 Pine Rd,Fresno,92296,IL,5,3,646,4846,1980,45,Apartment,Z647702,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/29379398_zpid/,2082.648607,45,Low,fast
780,677597,7183 Elm St,Fresno,66275,IL,1,4,3485,9074,1989,101,Multi-Family,Z197871,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/48089684_zpid/,194.4324247,36,Top,slow
781,923080,8083 Oak Ave,Los Angeles,23668,IL,3,2,2742,2878,1951,67,Condo,Z542462,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/72412469_zpid/,336.6447848,74,Top,slow
782,1411902,7443 Oak Ave,Sacramento,38562,FL,2,1,1008,7656,1982,30,Condo,Z110651,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/37808211_zpid/,1400.696429,43,Low,fast
783,1464732,142 Oak Ave,San Francisco,26396,TX,4,1,3163,1052,1958,113,Condo,Z917739,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/15102654_zpid/,463.0831489,67,Top,slow
784,284784,8639 Maple Dr,Fresno,72494,TX,3,4,1588,4126,2008,55,Townhouse,Z984118,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/46465859_zpid/,179.3350126,17,Median,fast
785,1096197,7362 Maple Dr,San Diego,54933,FL,5,3,1993,5581,1951,77,Condo,Z980751,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/97273767_zpid/,550.0235825,74,Median,slow
786,152511,5402 Oak Ave,Los Angeles,28325,IL,5,3,3460,3225,2014,40,Single Family,Z695781,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/73213927_zpid/,44.0783237,11,Top,fast
787,941690,4864 Maple Dr,San Diego,86353,IL,6,4,661,2846,2003,10,Condo,Z656092,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/12463769_zpid/,1424.644478,22,Low,fast
788,1400044,2135 Maple Dr,Sacramento,26044,TX,5,1,2160,2181,1953,57,Condo,Z812626,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/24716116_zpid/,648.1685185,72,Median,fast
789,474461,3422 Elm St,San Francisco,55615,IL,6,1,2743,8980,2016,119,Single Family,Z864909,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/90519627_zpid/,172.971564,9,Top,slow
790,1414669,4931 Pine Rd,Fresno,68184,NY,2,2,1346,5540,1990,3,Condo,Z349076,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/80403477_zpid/,1051.017088,35,Low,fast
791,399142,5311 Oak Ave,Fresno,55782,IL,3,1,1815,9641,1966,109,Apartment,Z147021,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/46856967_zpid/,219.9129477,59,Median,slow
792,108787,8638 Elm St,Fresno,67573,NY,4,1,3249,4366,1954,10,Apartment,Z801993,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/49393754_zpid/,33.48322561,71,Top,fast
793,1266372,1679 Maple Dr,Los Angeles,66115,FL,1,3,3321,9019,1997,9,Single Family,Z196054,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/76060967_zpid/,381.3224932,28,Top,fast
794,1436634,1082 Oak Ave,San Francisco,62932,NY,2,3,2915,7934,2018,100,Apartment,Z463990,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/35674011_zpid/,492.8418525,7,Top,slow
795,1135748,929 Maple Dr,San Diego,42286,TX,6,3,3126,4046,2009,72,Condo,Z505052,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/26095573_zpid/,363.3230966,16,Top,slow
796,1445315,9758 Oak Ave,Los Angeles,93603,IL,2,3,1897,4300,1952,10,Apartment,Z835869,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/35100497_zpid/,761.8950975,73,Median,fast
797,710158,5433 Pine Rd,San Francisco,78415,NY,5,2,2609,8200,2005,76,Condo,Z529830,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/37687085_zpid/,272.1954772,20,Top,slow
798,426442,4935 Main St,Fresno,40814,IL,5,2,1741,4338,1986,112,Apartment,Z278605,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/16235896_zpid/,244.9408386,39,Median,slow
799,474005,277 Maple Dr,San Francisco,98362,IL,1,4,3102,8039,2015,73,Multi-Family,Z326844,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/80212402_zpid/,152.806254,10,Top,slow
800,102028,555 Main St,Sacramento,97031,TX,3,1,650,2740,1955,4,Townhouse,Z176504,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/12165090_zpid/,156.9661538,70,Low,fast
801,1171830,5728 Main St,San Diego,70965,IL,1,4,2322,2476,1957,3,Townhouse,Z651516,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/34326152_zpid/,504.6640827,68,Top,fast
802,660843,4922 Pine Rd,Los Angeles,57579,NY,6,2,3890,2155,1961,43,Condo,Z720835,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/23657614_zpid/,169.8825193,64,Top,fast
803,1071749,4191 Main St,San Diego,12729,CA,3,3,3391,7953,2008,52,Multi-Family,Z657911,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/25567985_zpid/,316.0569154,17,Top,fast
804,470645,1042 Elm St,San Diego,75919,FL,5,4,2998,1309,1999,47,Condo,Z420855,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/97163750_zpid/,156.9863242,26,Top,fast
805,1015628,3393 Elm St,San Francisco,24923,IL,4,3,3677,3304,1955,88,Apartment,Z346684,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/91664498_zpid/,276.2110416,70,Top,slow
806,962971,2865 Oak Ave,Sacramento,88614,NY,2,4,3352,9760,2022,118,Apartment,Z985632,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/22207715_zpid/,287.2825179,3,Top,slow
807,589012,8414 Elm St,Fresno,66654,TX,1,2,690,7936,2019,31,Townhouse,Z601628,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/91362466_zpid/,853.6405797,6,Low,fast
808,907603,1058 Main St,Fresno,30523,IL,6,3,969,7373,1988,110,Apartment,Z736540,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/70436373_zpid/,936.6388029,37,Low,slow
809,406159,7769 Main St,Sacramento,14892,TX,1,1,2533,6096,1971,40,Apartment,Z143519,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/18803597_zpid/,160.3470193,54,Top,fast
810,1129152,7667 Oak Ave,Sacramento,12477,CA,6,3,1311,5889,2021,100,Multi-Family,Z993105,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/40038198_zpid/,861.2906178,4,Low,slow
811,280337,4342 Pine Rd,Sacramento,52311,IL,6,3,3145,4528,2005,38,Multi-Family,Z513279,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/84318219_zpid/,89.13736089,20,Top,fast
812,328074,8482 Elm St,Fresno,94175,CA,6,2,1462,5688,2009,110,Condo,Z193154,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/56818942_zpid/,224.4008208,16,Median,slow
813,351462,4040 Oak Ave,Sacramento,78963,TX,5,3,2271,6190,2021,36,Apartment,Z241698,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/19182018_zpid/,154.7608983,4,Median,fast
814,210113,5428 Main St,Sacramento,99538,IL,4,4,3866,1796,1973,10,Townhouse,Z637417,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/80455661_zpid/,54.34893947,52,Top,fast
815,1255047,4453 Main St,San Francisco,65918,NY,6,3,1894,9879,1961,68,Single Family,Z728420,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/22612722_zpid/,662.6436114,64,Median,slow
816,699231,1152 Oak Ave,San Diego,20679,IL,3,2,3009,2641,1984,72,Multi-Family,Z511427,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/89904982_zpid/,232.3798604,41,Top,slow
817,772910,2026 Pine Rd,San Francisco,14339,TX,5,3,1393,4054,1957,81,Townhouse,Z954129,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/13653386_zpid/,554.8528356,68,Low,slow
818,417718,929 Oak Ave,Fresno,56423,CA,5,4,1837,4892,1965,110,Townhouse,Z800170,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/29448025_zpid/,227.391399,60,Median,slow
819,1138482,7451 Main St,Sacramento,64089,FL,6,2,3174,2912,1956,22,Single Family,Z596501,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/28158724_zpid/,358.6899811,69,Top,fast
820,948743,8596 Main St,San Francisco,34766,FL,2,1,1829,5193,1969,27,Apartment,Z416164,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/77848519_zpid/,518.7222526,56,Median,fast
821,279426,4409 Elm St,San Diego,99507,IL,6,1,3904,9647,1971,86,Townhouse,Z154909,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/16339192_zpid/,71.57428279,54,Top,slow
822,285969,2679 Pine Rd,Los Angeles,39530,NY,4,3,3611,3117,1990,78,Condo,Z424872,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/75824283_zpid/,79.19385212,35,Top,slow
823,1127463,8637 Main St,Los Angeles,50916,FL,5,3,2940,7112,1986,59,Single Family,Z954668,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/33852365_zpid/,383.4908163,39,Top,fast
824,723852,6469 Maple Dr,San Francisco,71130,CA,6,2,2459,9743,1994,117,Condo,Z367066,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/43965261_zpid/,294.3684425,31,Top,slow
825,1074925,2465 Main St,San Diego,38257,CA,6,1,994,7071,1995,36,Townhouse,Z925601,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/92518805_zpid/,1081.413481,30,Low,fast
826,450784,4924 Elm St,Los Angeles,14062,CA,4,2,2907,5822,1992,54,Multi-Family,Z245199,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/84435686_zpid/,155.0684555,33,Top,fast
827,887115,5255 Pine Rd,Fresno,16271,CA,1,4,3669,1043,1964,108,Single Family,Z187321,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/89730958_zpid/,241.7865904,61,Top,slow
828,825178,2836 Elm St,Los Angeles,48570,TX,5,4,1317,5647,1976,31,Apartment,Z311105,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/61343816_zpid/,626.5588459,49,Low,fast
829,245952,8065 Oak Ave,San Francisco,84319,IL,3,2,2046,2495,1961,24,Multi-Family,Z784603,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/28975582_zpid/,120.2111437,64,Median,fast
830,433253,1247 Elm St,San Diego,21216,TX,3,4,3855,1361,1967,115,Multi-Family,Z338458,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/33096695_zpid/,112.3872892,58,Top,slow
831,745190,6676 Elm St,Los Angeles,95808,TX,2,4,2572,9938,1959,91,Apartment,Z281132,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/31899345_zpid/,289.7317263,66,Top,slow
832,933171,308 Main St,Fresno,46537,CA,5,4,2458,9760,1999,2,Townhouse,Z167041,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/38025050_zpid/,379.6464605,26,Top,fast
833,1008831,4001 Pine Rd,San Francisco,81827,TX,3,1,3975,1119,1963,24,Condo,Z962157,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/63084221_zpid/,253.7939623,62,Top,fast
834,227204,6870 Elm St,San Diego,23226,NY,1,2,1647,9202,1950,34,Single Family,Z282731,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/47860291_zpid/,137.9502125,75,Median,fast
835,745289,954 Oak Ave,San Diego,23788,CA,4,2,1050,3723,1975,64,Townhouse,Z463266,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/52015307_zpid/,709.7990476,50,Low,slow
836,1483987,4744 Oak Ave,San Francisco,98527,FL,2,3,1186,7670,1990,16,Single Family,Z710434,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/51578602_zpid/,1251.253794,35,Low,fast
837,128853,8354 Maple Dr,Los Angeles,85529,IL,6,2,725,9263,1957,1,Condo,Z579805,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/55097988_zpid/,177.7282759,68,Low,fast
838,856260,4479 Maple Dr,Fresno,98387,IL,3,4,2212,5551,2016,71,Townhouse,Z934639,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/42797874_zpid/,387.0976492,9,Median,slow
839,478498,4607 Elm St,Los Angeles,97828,TX,4,4,2606,4920,2021,118,Townhouse,Z441673,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/79437492_zpid/,183.6139678,4,Top,slow
840,779579,4096 Elm St,San Francisco,67577,CA,2,3,762,3462,1992,115,Multi-Family,Z764423,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/83477591_zpid/,1023.069554,33,Low,slow
841,459607,7649 Oak Ave,Los Angeles,82462,NY,5,3,2352,8601,1952,30,Townhouse,Z557110,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/32490948_zpid/,195.4111395,73,Top,fast
842,1325699,1601 Elm St,Los Angeles,77037,IL,5,3,2241,8877,1991,118,Multi-Family,Z625485,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/21527695_zpid/,591.5658188,34,Median,slow
843,1219024,1742 Pine Rd,Fresno,11818,IL,1,4,1580,1047,1998,69,Single Family,Z550214,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/58111711_zpid/,771.5341772,27,Median,slow
844,1017616,4282 Pine Rd,Sacramento,85987,FL,2,2,1619,6627,1990,2,Apartment,Z513343,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/89377748_zpid/,628.5460161,35,Median,fast
845,905273,3506 Elm St,San Francisco,77179,CA,1,3,2704,7502,2022,28,Condo,Z221217,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/17861031_zpid/,334.7903107,3,Top,fast
846,929598,6128 Pine Rd,Sacramento,54113,IL,1,4,3446,3758,1963,96,Apartment,Z237507,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/67457673_zpid/,269.7614626,62,Top,slow
847,1472375,8100 Maple Dr,Fresno,59919,CA,1,1,1418,5105,1962,110,Townhouse,Z647013,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/79891151_zpid/,1038.346262,63,Low,slow
848,1246523,845 Pine Rd,San Francisco,23613,IL,4,4,2585,9925,1972,62,Multi-Family,Z826524,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/24084220_zpid/,482.2139265,53,Top,fast
849,779712,3285 Main St,San Diego,42387,FL,5,4,3051,6115,2017,17,Single Family,Z539871,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/81451584_zpid/,255.5594887,8,Top,fast
850,113372,4005 Elm St,San Francisco,57518,NY,3,1,3084,2899,1955,29,Apartment,Z291396,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/30674130_zpid/,36.7613489,70,Top,fast
851,207544,677 Pine Rd,Fresno,97626,FL,6,2,2428,8339,1987,13,Single Family,Z160878,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/64465979_zpid/,85.47940692,38,Top,fast
852,803646,699 Elm St,Los Angeles,79826,FL,3,4,2623,8836,1961,106,Single Family,Z227379,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/39331091_zpid/,306.3842928,64,Top,slow
853,299347,6964 Oak Ave,Sacramento,64861,NY,6,3,2211,3656,2022,119,Single Family,Z385554,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/45569133_zpid/,135.3898688,3,Median,slow
854,751719,4223 Oak Ave,San Francisco,87473,IL,6,3,760,1199,1987,40,Apartment,Z895132,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/83820955_zpid/,989.1039474,38,Low,fast
855,114286,788 Oak Ave,Fresno,95641,TX,3,4,1970,7313,2007,18,Single Family,Z329052,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/41219863_zpid/,58.01319797,18,Median,fast
856,442260,8769 Oak Ave,Los Angeles,70928,TX,1,2,1761,9362,1976,74,Townhouse,Z851475,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/33696615_zpid/,251.1413969,49,Median,slow
857,467871,1711 Main St,Sacramento,15604,FL,3,4,3114,9717,1961,77,Apartment,Z421990,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/83844443_zpid/,150.2475915,64,Top,slow
858,1246389,3411 Elm St,Sacramento,79757,IL,3,3,1724,1272,2003,100,Townhouse,Z297688,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/48991100_zpid/,722.9634571,22,Median,slow
859,1454268,4987 Elm St,San Francisco,95098,IL,2,4,2028,7650,2020,54,Multi-Family,Z553223,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/33110613_zpid/,717.0946746,5,Median,fast
860,201436,3839 Pine Rd,San Diego,20368,CA,5,3,2837,7362,2009,62,Single Family,Z993330,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/62268274_zpid/,71.00317237,16,Top,fast
861,1286048,4967 Main St,Los Angeles,54147,TX,4,4,3918,3960,1965,23,Apartment,Z620921,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/41422308_zpid/,328.2409393,60,Top,fast
862,1415825,7791 Main St,Fresno,94609,IL,4,4,3909,6001,1966,94,Single Family,Z985852,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/30538018_zpid/,362.1962139,59,Top,slow
863,1189972,7923 Main St,San Francisco,24763,IL,3,2,2943,7607,2008,54,Apartment,Z426139,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/33231870_zpid/,404.3397893,17,Top,fast
